ID,job_title,company_name,job_location,job_description
254,Data Scientist - Hux,Deloitte,"New York, NY 10112 (Midtown area)","Hux Data Scientist

Locations: New York, NY – Greensboro, NC - Chicago, IL – Raleigh, Durham, Chapel-Hill, NC

At Deloitte Digital Marketing & Experience Services, we help marketers optimize their customer experience to win in the marketplace. We're combining data, decisioning and real-time delivery to build and manage customer data ecosystems that enable our clients to acquire, engage and retain customers in a dramatically different and improved manner. With customer data as a foundation, we help clients deliver dynamic, personalized customer experiences across all engagement channels using machine learning and artificial intelligence.
Do you enjoy exploring datasets? Are you passionate about creating algorithms that operate on terabytes of data? If so, Deloitte Digital is seeking creative minds and persistent problem solvers to build and support cutting-edge marketing data science solutions that help our clients deliver customer value at every touchpoint.
We’re growing fast and need brilliant Data Scientists like you to fuel our continuing innovation and help us scale. Along the way, you’ll find exceptional growth opportunities limited only by your hunger for learning and ability to apply best practice methodology in our start-up-like environment.

Work you’ll do

As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. This means:
Being able to get an understanding of the multi-channel marketing optimization problem space
Performing exploratory data analysis to understand relationships, opportunities to influence outcomes and how to attribute cross channel outcomes
Specifying a research plan
Running experiments and extracting the necessary data
Being able to interpret the models being generated
Developing a proof of concept to verify your ideas
Assisting the Data Engineering team in setting your proof of concept live in our production environment
Closing the loop to make sure the proposed solution is performing as it should once it is released
Because this is a senior role, we’re looking for candidates that can carry out research in an autonomous fashion.

The team

Advertising, Marketing & Commerce

Our Advertising, Marketing & Commerce team focuses on delivering marketing and growth objectives aligned with our clients’ brand values for measurable business growth. We do this by creating content, communications, and experiences that engage and inspire their customers to act. We implement and operate the technology platforms that enable personalized content, commerce and marketing user-centric experiences. In doing so, we transform our clients’ marketing and engagement operations into modern, data-driven, creatively focused organizations. Our team brings deep experience in creative and digital marketing capabilities, many from our Digital Studios.

We serve our clients through the following types of work:
Cross-channel customer engagement strategy, design and development
(web, mobile, social, physical)eCommerce strategy, implementation and operationsMarketing Content and digital asset management solutionsMarketing Technology and Advertising Technology solutions
Marketing analytics implementation and operationsAdvertising campaign ideation, development and executionAcquisition and engagement campaign ideation, development and executionAgile based, design-thinking, user-centric, empirical projects that accelerate results

Qualifications
Master’s degree required, PhD in a quantitative field (engineering, mathematics, physics, machine learning, statistics or computer science) preferred.
3+ years of industry experience outside of academia.
3+ years of experience manipulating big data using opensource frameworks. This means being familiar with tools such as Spark, Kafka, Hadoop, Impala and Luigi. In addition, because we handle very large volumes of data, past work with cloud-based environment is required.
Knowledge of current modeling tools such as XGBoost or Vowpal Wabbit (or equivalent)
Ability to write high-quality Python code and familiarity with unit testing, source control and code review
Experience working in Agile teams and using Scrums to organize work
Demonstrated communication capabilities. Ability to explain your insights to people beyond the data science team. This means knowing how to best craft your message and selecting the right visualizations
Good problem decomposition skills and autonomy when faced with solving data problems.Helpful, but not required:
A proven ability deploying automated data processing pipelines.
A deep interest in Data Science and AI. A good measure of this would be competition participation (Kaggle or other) as well as participation in open courses
If you have code in the open domain (for example Github) or have written about AI/DS please share this with us
Some experience in Ad Tech or Marketing technology is a plus.
How you’ll grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center.

Benefits

At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.Deloitte’s culture

Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.

Corporate citizenship

Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.

Recruiter tips

We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals.]
#LI:PTY

#IND:PTY"
255,AI Data Scientist / Data Engineer,PwC,"New York, NY 10012 (Little Italy area)","PwC Labs is focused on standardizing, automating, delivering tools and processes and exploring emerging technologies that drive efficiency and enable our people to reimagine the possible. Process improvement, transformation, effective use of innovative technology and data & analytics, and leveraging alternative delivery solutions are key areas of focus to drive additional value for our firm.

The AI Lab focuses on implementing solutions that impact efficiency and effectiveness of our technology functions. Process improvement, transformation, effective use of technology and data & analytics, and leveraging alternative delivery are key areas to drive value and continue to be recognized as the leading professional services firm. AI Lab is focused on identifying and prioritizing emerging technologies to get the most out of our investments.

To really stand out and make us ?t for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.

As an Associate, you’ll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:
Invite and provide evidence-based feedback in a timely and constructive manner.
Share and collaborate effectively with others.
Work with existing processes/systems whilst making constructive suggestions for improvements.
Validate data and analysis for accuracy and relevance.
Follow risk management and compliance procedures.
Keep up-to-date with technical developments for business area.
Communicate confidently in a clear, concise and articulate manner - verbally and in written form.
Seek opportunities to learn about other cultures and other parts of the business across the Network of PwC firms.
Uphold the firm’s code of ethics and business conduct.

Our team is capability centric, focusing on AI and machine learning techniques that are broadly applicable across all industries. We work with a variety of data mediums including text, audio, imagery, sensory, and structured data. Our work involves the use of supervised/unsupervised machine learning algorithms, traditional statistical models, deep neural networks, terabyte scale data, and simulation modelling. Our work is having a tremendous impact on how PwC & our clients do business.
Job Requirements and Preferences :Basic Qualifications :Minimum Degree Required :
Bachelor Degree
Minimum Years of Experience :
1 year(s)
Preferred Qualifications :Preferred Fields of Study :
Computer and Information Science, Computer Engineering, Computer and Information Science & Accounting, Economics, Economics and Finance, Economics and Finance & Technology, Engineering, Mathematics, Mathematical Statistics, Statistics
Preferred Knowledge/Skills :
Demonstrates some knowledge and/or a proven record of success in the following areas:

Exploring new analytical technologies and evaluating their technical and commercial viability quickly;
Working in 4-week sprint cycles to develop proof-of-concepts and prototype models that can be demoed and explained to data scientists, internal stakeholders, and clients;
Testing and rejecting hypotheses around data processing and machine learning model building;
Demonstrating ability to experiment, fail quickly, and recognize when you need assistance vs. when you conclude that a technology is not suitable for the task;
Building machine learning pipelines that ingest, clean data, and make predictions;
Staying abreast of new AI research from leading labs by reading papers and experimenting with code;
Developing innovative solutions and perspectives on AI that can be published in academic journals/arXiv and shared with clients;
Demonstrating ability to continuously learn new technologies and quickly evaluate their technical and commercial viability;
Applying machine learning techniques for addressing a variety of problems (e.g. consumer segmentation, revenue forecasting, image classification, etc.);
Understanding of machine learning algorithms (e.g. k-nearest neighbors, random forests, ensemble methods, deep neural networks, etc.) and when it is appropriate to use each technique;
Building machine learning models and systems, interpreting their output, and communicating the results;
Moving models from development to production is a plus; and,
Conducting research in a lab and publishing work is a plus.

Demonstrates some abilities and/or a proven record of success learning and applying new skills quickly, including the following areas and technologies:
Programming: Python, R, Java, JavaScript, C++, Unix;
Hardware: sensors, robotics, GPU enabled machine learning, FPGAs, Raspberry Pis, etc.;
Data Storage Technologies: SQL, NoSQL, Hadoop, cloud-based databases such as GCP BigQuery, and different storage formats (e.g. Parquet, etc.);
Data Processing Tools: Python (Numpy, Pandas, etc.), Spark, cloud-based solutions such as GCP DataFlow;
Machine Learning Libraries: Python (scikit-learn, genism, etc.), TensorFlow, Keras, PyTorch, Spark MLlib;
Visualization: Python (Matplotlib, Seaborn, bokeh, etc.), JavaScript (d3); and,
Productionization and containerization technologies: GitHub, Flask, Docker, Kubernetes.
All qualified applicants will receive consideration for employment at PwC without regard to race; creed; color; religion; national origin; sex; age; disability; sexual orientation; gender identity or expression; genetic predisposition or carrier status; veteran, marital, or citizenship status; or any other status protected by law. PwC is proud to be an affirmative action and equal opportunity employer."
256,Data Scientist - Modeling,Disney Streaming Services,"New York, NY","Disney Streaming Services (DSS) is creating the future of digital video entertainment products for one of the largest media brands in the world. We’re focused on delivering extraordinary experiences and distributing the incredible library of Disney content through all forms of interactive media. Our digital technology leadership and capabilities are married with a passion for crafting dynamic consumer-facing applications that integrate live and on-demand multimedia. We create great digital media products for millions of fans around the globe, and we're looking for strong performers who can help us improve what we do every day. This is an opportunity to impact experiences that will be used by millions of users worldwide.
The Data Scientist, Modeling is a critical position within DSS and in the Data organization who specializes in applying machine learning and statistical methods to develop a broad range of complex models that support business needs. You will collaborate across teams to define problems and develop modeling solutions with the Business, Product and Engineering teams.Responsibilities :Develop predictive algorithms across different areas with the aim of better understanding our customer and our business.
Translate business problems as modeling tasks that can deliver actionable insights, accurate predictions, and effective optimization.
Explain how models and systems work to both non-technical and technical stakeholders.
Collaborate with engineering teams to build modeling solutions and help integrate into the products and operational processes.
Process, cleanse, and verify the integrity of data used for analysis.
Enhance data collection procedures to include information that is relevant for creating better models.
Basic Qualifications :At least 2 years of relevant industry experience.
Demonstrated ability to present modeling results and recommendations to business and technical clients.
Demonstrated delivery of modeling solutions in production applications.
Expertise in modern statistical and machine learning algorithms.
Expertise in programming languages for data analysis and modeling (e.g., Python and R) and big data access tools.
Deep knowledge of machine learning algorithms (supervised and unsupervised learning), advanced statistics (time series forecasting, clustering algorithms, probabilistic models) and NLP (topic modeling, sentiment analysis).
Excellent communication and presentation skills.
Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate.
Graduate degree in Computer Science, Statistics, Mathematics, Engineering, Economics preferred or equivalent professional experience."
257,Data Scientist - Experimentation,Disney Streaming Services,"New York, NY","Disney Streaming Services (DSS) is creating the future of digital video entertainment products for one of the largest media brands in the world. We’re focused on delivering extraordinary experiences and distributing the incredible library of Disney content through all forms of interactive media. Our digital technology leadership and capabilities are married with a passion for crafting dynamic consumer-facing applications that integrate live and on-demand multimedia. We create great digital media products for millions of fans around the globe, and we're looking for strong performers who can help us improve what we do every day. This is an opportunity to impact experiences that will be used by millions of users worldwide.
The Data Scientist, Experimentation is a critical position within DSS and in the Data organization to apply advanced statistical methods to design and analyze A/B experimentations for product and algorithm/model changes. We make product and business decisions based on what we learned from A/B testing. Therefore, it is essential to ask the right questions and measure the right things to answer them.Responsibilities :Develop sampling and allocation methodology for experimentations.
Design and analyze A/B experimentations for product and algorithm/model changes.
Create actionable metrics and design effective experiments.
Explain experimentation results to both non-technical and technical stakeholders.
Collaborate with engineering teams to improve the experimentation pipeline and platform.
Process, cleanse, and verify the integrity of data used for analysis.
Basic Qualifications :At least 2 years of relevant industry experience.
Demonstrated ability to design, analyze and present A/B experimentation results and recommendations to business and technical clients.
Strong statistics knowledge and experience to strengthen the validity of A/B tests, including statistical distributions and testing/sampling methodologies.
Expertise in programming languages for data processing and analysis (e.g., Python and R) and big data access tools.
Extensive background in statistical methods and data mining
Excellent communication and presentation skills.
Graduate degree in Statistics, Mathematics, Economics, Computer Science preferred, or equivalent professional experience."
258,Data Engineer / Scientist,Skyline AI,"New York, NY","Skyline AI is redefining the world’s approach to the $200 trillion commercial real estate industry by building data technology that will transform the market from the low-tech methods it’s been relying on for decades.
Here at Skyline AI, our data is our fuel. We are constantly collecting new data sources, analyzing our many different types of data and extracting valuable information from it.
We are looking for a versatile software engineer to join our data group. This is one of the broadest and most influential roles in the company - touching our data sources, data processing algorithms, ML research, and being responsible for the orchestration system on which it all relies.
About Skyline AI
Skyline AI is an asset management technology company for commercial real estate. Skyline AI partners with leading commercial real estate firms to establish next-generation investment vehicles augmented by artificial intelligence. Mining data from over 130 different sources and applying advanced AI models to detect and exploit market anomalies, identify superior risk-reward investments, and discover untapped value-add opportunities, Skyline AI is a new, more precise way to invest in real estate. Founded in 2017, Skyline AI is backed by Sequoia Capital, JLL (NYSE: JLL), Nyca Partners and others. The company has offices in New York and Tel Aviv.
Responsibilities
Maintain and improve our in-house git-inspired data pipeline orchestration system
Write applications that fetch data by various means, including PDF parsing, HTML scraping, and more.
Perform Real Estate analysis based on the data repository we are continuously growing
Extract insights from our data, and generate predictions using data science techniques
Develop the algorithms which generate the datasets that are used by the whole R&D department
Qualifications
Proven software development ability, building complex and robust systems - at least 4 years
Proven analytical/research ability - data science, cyber-security, intelligence, academic, etc.
Data engineering experience (data pipelines, ML architecture) - advantage
Web scraping experience - advantage
Python/Golang - advantage
ML libraries and tools (pandas, scikit-learn, jupyter notebook) - advantage
Team player, independent, able to work in an unstructured and fast-paced environment."
259,Data Scientist,The NPD Group,"Port Washington, NY 11050","Learn and work on meaningful initiatives with some of the best and brightest in the market research industry. The NPD Group provides the world’s most successful brands with leading market research, combining consumer and retail point-of-sale data with analytic solutions to interpret today’s market trends while anticipating tomorrow’s. In addition, we offer a career filled with innovation and growth to the forward-thinking problem solvers who join our team.
Position Overview
You’re a passionate, dynamic, and highly motivated individual who’s looking for an opportunity to have an impact on some of the most well-known companies in the world. The ideal candidate will be an experienced statistical programmer using R who also has experience working on teams using development methodologies such as Agile, Lean, or Scrum.
This position exists within the Methodology team, a core function that is responsible for developing and promoting best practices across the organization and industry on work including:
Data imputation and predictive modeling
Outlier/anomaly detection and adjustment
Time series analysis
Iterative fitting algorithms (i.e., raking)
Automation of quality reviews and related tasks
Overall Responsibilities:
Statistical program development to build and enhance frameworks for statistical adjustment and modeling.
Share responsibility for creating/updating requirements, mockups, wireframes, user stories, etc.
Self-manage task assignments (using issue tracker/Kanban boards, etc.)
Investigating unexpected results and brainstorming alternative methodological solutions.
Provide peer mentoring of other team members via code reviews, pair programming, unit test/acceptance test reviews, and brainstorming sessions.
Help improve development practices and patterns within the team, such as test-driven development, version control, and use of agile management tools.
Conduct original research-on-research (e.g., through simulations and/or evaluations of historical data) to improve methodologies, processes, and data integrity for both survey and scanner (point-of-sale) data.
Promote consistency in implementation of designed enhancements across different businesses Maintain relationships with Research Science client teams to understand what is working well with NPD methodology and what could be improved
Communicate results and procedures to internal clients
Qualifications:
2+ years of relevant work experience, with solid breadth and depth of knowledge of statistical and analytic techniques.
Experience with one or more development methodologies (Agile, Lean, Scrum/Scrum Master) preferred.
Excellent time management and creative problem solving skills.
Excellent written and oral communication skills, with the ability to communicate effectively to both technical and non-technical audiences.
Experience with data analysis in R is required. Experience with additional languages and/or more extensive proficiency preferred.
Experience with tools for managing software development such as JIRA, Confluence, Github/Gitlab issue tracker, Trello, etc.
Degree in statistics, quantitative social science, computer science, mathematics, or related fields is required. Graduate-level experience preferred.
Communication

The ideal candidate must be able to conduct engaging and impactful presentations that deliver value to the client while telling a compelling story in a concise and polished manner to a diverse audience. Most importantly, the candidate must demonstrate the ability to listen to the customer and appropriately match the customer's needs with NPD’s products and services, or be willing to direct the customer to the best solution.Relationships

The ideal candidate must be comfortable and effective when talking with a broad range of decision influencers and decision makers within an organization. The candidate will be able to effectively understand and build relationships throughout the prospective customer's organization.Discipline

The ideal candidate will be competent in managing their time and activities and must embrace our proven opportunity and customer management processes and systems. Candidates must possess a ""can-do"" perspective in their professional attitude. They will be detail oriented and demonstrate a strong work ethic. They will be sticklers for accuracy in their own work as well as their colleagues. They will be ready to back up their assertions with facts.
Location
We would prefer to find a candidate who can work from our corporate headquarters in Port Washington, NY. However, we are committed to finding the right candidate across all US locations. We have offices in many US cities, including: Chicago, IL; New York, NY; Los Angeles, CA; San Diego, CA; Cincinnati, OH; Boulder, CO; Bentonville, AR; Greensboro, NC;
The NPD Group, Inc. is an Affirmative Action/Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status or any other characteristic protected by law."
260,Staff Data Scientist - Machine Learning,The Walmart eCommerce Family of Brands,"New York, NY","The search science team @WalmartLabs in Hoboken, NJ is dedicated to the mission of helping millions of customers every day in finding the right products. We are at the forefront of attacking one of the most complex problems of e-commerce. Whenever a user types in a query or browses through product categories on the web site, phone or the iPad, our service goes to work. We mine billions of search queries and tens of millions of products to find the most relevant products for our customers. Team members take end-end responsibility in analyzing large amounts of data, creating complex models, improving their accuracy and deploying these models to serve customers. As part of this team, you'll solve some of the most fascinating and impactful problems in machine learning, information retrieval, NLP or computer vision problems. The algorithms you develop will champion customers need to express their intent and our goal to understand their preferences, implicitly or explicitly across devices and modalities (voice, text, image etc.).

You will develop and deploy machine learned models, to engage and converse with our customers and to understand their goals and expectations to enable them to make the right purchase decision. Your work will be visible to millions of customers and you will have a direct impact on the goals of the Fortune #1 enterprise. If you speak and think machine learning then we want to talk to you. Come join our team and be part of this exciting journey.
Responsibilities:Apply machine learning and optimization algorithms to maximize the efficiency of our business and minimize risks.
Build, validate, test and deploy predictive models using machine learning techniques to explain or predict behavior and solve a variety of business and engineering problems.
Identify, collect, and explore the right data used for predictive modeling and algorithm development.

Requirements
5+ years of work and research experience in the machine learning field.
A deep understanding of machine learning and interest in applying it at scale.
Experience with data cleaning, preparation, and feature building and selection techniques.
Experience working with large data sets to solve problems.
Experience with Spark and/or Hadoop would be very helpful.
Experience with deep learning library like TensorFlow and/or PyTorch is highly desirable.
Experience with GPU Computing is highly advantageous.
Prior hands-on experience with Python, Java or Scala and the ability to write reusable and

efficient code to automate machine learning pipeline and data processes.
Effective communication, interpersonal and teamwork skills.
Ability to handle multiple concurrent projects while working independently and in teams.
Ability to work in a fast-paced and deadline driven environment.
Ph.D. or MS in Computer Science, Statistics, Computational Linguistics, Artificial Intelligence,

Operations Research, Mathematics or related fields.

About Jet

Jet is reshaping ecommerce as we know it. Based in Hoboken NJ (just 10 min from Manhattan), we are a shopping site on the relentless pursuit to build the greatest shopping experience in the world. At Jet, we believe in bold. That means taking risks, asking ""why not"", looking where no ones looked before and bringing it! Our engineers are utilizing world class technologies, to optimize the supply chain, remove unnecessary costs, sprinkle in some surprise and delight all while saving customers every penny possible and we're just getting started. At Jet, we have worked hard to build a culture that stresses the importance of learning and sharing knowledge. If you want to be part of the team that is changing the shopping norm and learning a lot along the way, we have a hunch you'd look good in purple.

See what we've been up to

""A New & Improved Saving Experience ( https://medium.com/jet-stories/a-new-improved-savings-experience-f01846576b2c#.llzaqggis )"" // by Jessica Anerella, Product Design at Jet.com"
261,Global Data Scientist,Innovations for Poverty,"New York, NY 10001 (Chelsea area)","The Global Data Scientist is an expert in statistics, data science, and quantitative research who supports a large portfolio of research projects across diverse geographies, sectors, and methods. This position will work as a technical lead on IPA’s Global Research and Data Support (GRDS) Team*. The Global Data Scientist’s role will include, but not be limited to, the following activities:
Responsibilities
Developing software applications and data management systems (25%). The Global Data Scientist will design and develop software applications and data management systems that help to improve the quality of IPA’s data, including user-written Stata commands and Python-based applications.
Supporting staff technical capacity (25%). The Global Data Scientist will prepare and lead training sessions and remote courses on topics such as statistical inference, survey programming, and data quality control processes. The Global Data Scientist will also provide technical guidance and troubleshooting/support for technical staff in IPA’s 21 country offices. Depending on the applicant’s managerial experience, the Global Data Scientist may also directly oversee other coders and trainers.
Expanding the scope of IPA’s technical services (15%). The Global Data Scientist will research, adapt, and design innovative methods to broaden IPA’s portfolio of evaluation and technical services. Depending on the applicant’s technical experience, the Global Data Scientist may for example lead the selection of new software applications for global use, or the development of new data management protocols.
Partnering with project teams to increase the technical rigor of project deliverables (15%). The Global Data Scientist will help draft and refine technical documents, which may include evaluation designs, pre-analysis plans, sample size calculations, and other documents.
Documenting knowledge and best practices (10%). The Global Data Scientist will write detailed code and process documentation for technical teams, clear knowledge articles for consumption by global research staff, and occasional public-facing blog posts.
Supporting other research-related activities as necessary (10%). The Global Data Scientist may be asked to troubleshoot technical products, support regional technical teams, assist with strategic projects and initiatives, or perform any related duties assigned by the Associate Director.
Qualifications
Minimum qualifications
Undergraduate (or above) degree in economics, statistics, computer science, engineering, or related fields
Two years of relevant work experience, such as performing advanced statistical analysis, developing software applications, and/or designing evaluations
Demonstrated statistical programming and data management skills (Stata preferred, Python or R can substitute)
Demonstrated expertise in methods for causal inference in social science
Preferred qualifications
Experience with data collection platforms and technologies (e.g. ODK/SurveyCTO, Survey Solutions)
Experience supervising field or technical teams
Experience conducting field research in developing countries
Experience training staff or developing training content
Experience with software or machine learning engineering
Travel requirements
Note that this position requires willingness to travel internationally up to 35% of the time. You can see a list of IPA’s worldwide offices at https://www.poverty-action.org/research."
262,Data Scientist,Prognos,"New York, NY 10004 (Financial District area)","Prognos is a NYC-based healthcare startup whose mission is to improve health by driving the best actions learned from the world's data. In order to achieve this goal we have curated the world's largest clinical lab dataset-covering almost 200M patients in the US-and are currently deploying cutting-edge technology for predicting disease at the earliest possible time.
The Mission of the Data Science team at Prognos is to develop, deploy and maintain AI/ML pipelines within all of Prognos' products, addressing business-relevant problems in close collaboration with Engineering, Clinical and Product teams.
We are looking for a hands on (IC) Data Scientist to join the team, and help us move this mission-critical task forward. This position will focus on building a platform for flexibility and efficiently building predictive models of disease incidence and progression.
Candidates must have a degree in Statistics/Biostatistics, Computer Science, or a related quantitative field; Masters or higher is preferred. At least 1 year of hands on machine learning (ML) experience required.
Required Skills and Experience
Strong statistical analysis background with a deep understanding of a variety of ML algorithms and statistical modeling techniques
Ability to code a proof of concept (in a programming language of their choice)Willingness to stay abreast of and evaluate recent advances in NLP and sequence modeling in general
Experience with relevant software tools, such as Python, Gensim, scikit-learn, statsmodels, and/or others. You'll be free to use whatever tools you feel are appropriate
Comfortable extracting data using SQL, Apache Spark or other distributed compute engine
Accustomed to working with GIT and shared codebases
Extensive data cleaning and textual data manipulation experience
Strong communication skills. Experience presenting experimental to people who are not Data Scientists
Ability to collaborate with the team and translate existing research into practical solutions and products
Ability to build and maintain relationships with various collaborators across the company, and take ownership of data science projects
Preferred Skills and Experience:
Experience with complex, high dimension, sparse time series data
Experience with healthcare data and/or insurance data a plus
Prognos Values & Culture
Be Collaborative: Always do what is best for the client. Check your ego at the door. We deliver premium value at a premium price. Practice blameless problem solving. Create win/win solutions.
Be Courageous: Do the right thing, always. Look at the facts and don't assume.
Be Curious: Think big and start small. Be relentless about improvement. Be predictive. Be curious and always ask why
Be Enthusiastic: Celebrate success. Be enthusiastic and positive. Let's have fun. Have purpose and believe in the greater good.
Be Driven: Act with a sense of urgency. Take ownership and honor commitments. Either find a way or make one. Deliver results.
Be a Superstar: Make quality personal. Deliver remarkable client service. Be better than your previous self. Go above and beyond.
Our culture guide: http://bit.ly/2ISMzjl
About Prognos
Prognos is a healthcare AI company focused on predicting disease to drive decisions earlier in healthcare in collaboration with payers, Life Sciences and diagnostics companies. The Prognos Registry is the largest source of clinical diagnostics information in 40+ disease areas, with over 25B medical records for 200M patients. Prognos has 1000 extensive proprietary and learning clinical algorithms to enable earlier patient identification for enhanced treatment decision-making, risk management and quality improvement. The company is supported by a $42M investment from Safeguard Scientifics, Inc. (NYSE: SFE), Merck Global Health Innovation Fund (GHIF), Cigna (CI), GIS Strategic Ventures, Hikma Ventures, Hermed Capital, and Maywic Select Investments. For more information, visit www.prognos.ai.
Our Mission
To improve health by driving the best actions learned from the world's data
Our Vision
To prevail over disease and empower people everywhere to live life to the fullest
Selected Perks
Free FreshDirect food, snacks, drinks, etc. delivered to the NYC office weekly
Flexible work arrangements and unlimited PTO
Monthly Happy Hours with Leadership
Some of our benefits include: Health Insurance, Life Insurance, Short Term and Long Term Disability, Dental, Vision, 401k, HSA, FSA, Dependent care flexible spending, commuter benefits, free access to One Medical Group, Gym discounts, flexible work hours and locations, access to the WeWork network, a Health Advocate, Employee Stock Option Plan, and more
WAqpqZIrNF"
263,Statistical Assistant,UTOFUN,"Manhattan, NY","Overview
The UTOFUN is the leading internet source of analysis on Economy & US Real Estate and one stop real estate information platform. We deliver our information through a range of formats, from Website and Social Platforms to conferences and electronic services. In this position, not only you can experience most fast-growing business but also data- & tech-driven online platform.

We are recruiting statistical assistant in New York team.

Location at Midtown Manhattan, New York.
Job Duty
The following job duties are including but not limited to ….

Assist in compute and analyze real estate and economic data by statistical/quantitative formula and model.

Maintain and enter a large dataset of real estate, economic data, and verify data integrity.

Compile reports, charts, or graphs that describe and interpret findings of analysis into the production of periodic research papers/documents.

Assist in participating in the publication of data or information and communicating with clients, policymakers, and media reporters.
Requirement
No working experience is required

Must have at least Bachelor degree in Economics, Statistics, Math or other related fields.

Resume email to utofun@utofun.com

Location: New York City"
264,Data Science Intern,Aretove,"New York, NY","Aretove Technologies is looking for enthusiastic and talented individuals for its Data Science Internship Program. This Program will be based out of our NYC office and will be a paid internship. So if you have the passion to work on exciting data science projects, then lets talk! Send your resume to careers@aretove.com
Responsibilities
Be a part of the data science team to produce high quality data analytics and insights.
Design and develop data science solutions using python based machine-learning tools and frameworks.
Automate manual data processes, create data pipeline to feed into the machine-learning models.
Applying techniques such as clustering, classification and association.
Excellent analytical/problem solving and debugging skills.
Skills/Experience
Pursuing a Bachelor’s or Master’s degree in computer science/statistics or a recent graduate in this field.
Experience in programming, data science and machine learning.
Experience with data science toolkits Python and R.
Understanding of statistical analysis techniques and concepts, such as regression, probability, hypothesis test, A/B test and factor analysis.
Exposure to cloud-based machine learning platforms such as Spark MLlib or Azure ML etc would be an added advantage.
Ability to work independently, deal well with ambiguous and undefined problems.
Ability to work in a fast-paced and agile environment."
265,"Data Scientist, Content Analytics",Spotify,"New York, NY 10011 (Chelsea area)","We are looking for an experienced Data Scientist to join our Content Analytics team.

Based in New York, you will contribute to developing impactful predictive models to estimate content consumption trends on the Spotify platform, ultimately informing billions of dollars of content spend. The output of your models will be core to our understanding of the lifetime value of content and will serve as the foundation of several strategic initiatives. Above all, you will be at the nexus of data science and business at one of the most innovative companies in the world.

In addition to possessing a strong technical background, you will be a natural communicator who is equally comfortable explaining complex statistical frameworks to both business and engineering teams. You will also have a strong preference for forecasting, time series, and asset valuation experience. Accompanying this broad set of responsibilities is exposure to many functional areas, as well as senior management, across Spotify.

What you’ll do:
Contribute to scalable solutions for forecasting content consumption, working closely with a team of peers across data engineering, data science, finance, and economics to interpret and report on model outputs.
Help identify the most impactful content consumption models and contribute to transitioning them to internal self-serve data products.
Prototype novel frameworks for anomaly detection in content consumption and contribute towards deploying them into internal production environments.
Support leadership with research on key business initiatives and challenges.
What you bring:
Degree in Computer Science/Engineering, Mathematics, Statistics, Economics, or another quantitative field.
Ability to communicate complex topics using plain (non-technical) language.
2+ years (Data Scientist; ML Eng) of relevant experience analyzing and summarizing complex data via modern SQL dialects, with model development experience using a ML package supported in Python.
Experience with iterative prototyping, scaling, and deployment across a range of machine learning model types.
Experience with large time series datasets, alongside successfully navigating data workflows with complex DAG style data processing requirements.
Demonstrable experience of any of the following is a plus: Google BigQuery Standard SQL, Scio/Beam/Dataflow, time series best practices, or general knowledge of distributed computing principles.
Comfort with navigating complex and fluid organizational structures within a dynamic and global company. To be successful, you will need to build and maintain cross-functional relationships spanning multiple teams and geographies."
